,prod_id,ages,piece_count,set_name,prod_desc,prod_long_desc,theme_name,country,list_price,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
10,21036,12+,-0.14189188360012023,Arc de Triomphe,Experience the grandeur of the Arc de Triomphe!,"Capture the architectural elegance of one of the world’s best-known monuments with this impressive LEGO® Architecture interpretation of the Arc de Triomphe. This detailed model faithfully reproduces Paris’ iconic masterpiece, with statue-adorned pillars, sculptural reliefs and subtle coloring that adds warmth while emphasizing the model’s bold lines, curves and contours. It also includes a golden plate to represent the Tomb of the Unknown Soldier, a LEGO interpretation of the eternal flame and a decorative “Arc de Triomphe” nameplate. This LEGO brick model has been designed to deliver a pleasantly challenging and rewarding building experience for all with an interest in architecture, travel, history and design, and makes a perfect display piece for the home or office.
Build a faithful reproductive of Paris’ iconic masterpiece!
Features statue-adorned pillars, sculptural reliefs and subtle coloring!
Includes a golden plate to represent the Tomb of the Unknown Soldier, a LEGO interpretation of the eternal flame and a decorative ‘Arc de Triomphe’ nameplate
Also includes booklet containing information about the design, architecture and history of the monument (French and English languages only. Other languages available for download at LEGO.com/architecture/booklet).
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
Measures over 4” high, 5” wide and 3” deep",Architecture,US,$39.99,-0.06338136357377991,-0.48103210753644854,Average,-0.25296570211929115,-1.0088436286858484
11,21019,12+,-0.22009479674206434,The Eiffel Tower,Build your own LEGO® interpretation of the iconic Eiffel Tower!,"Presenting the LEGO® Architecture interpretation of one of the most iconic landmarks ever constructed – The Eiffel Tower! Designed and built by French entrepreneur, Gustave Eiffel, the original 324-meter-tall masterpiece of wrought iron engineering formed the grand entrance to the 1889 World’s Fair, held in Paris to celebrate the 100th anniversary of the French Revolution. During construction, the 18,038 wrought iron elements making up the tower’s lattice structure were bolted together at Eiffel’s factory on the outskirts of Paris, before being transported to the site, hoisted into place by steam-powered cranes operating from the elevator shafts, and assembled using no less than 2.5 million individual rivets. The resulting structure was extremely rigid and over the years has withstood storms, floods and everything else mother nature has thrown at it. Today, The Eiffel Tower is one of the world’s most popular landmarks, attracting millions of curious visitors from around the world each year. With this exceptional model, you can now build your very own 321-piece Eiffel Tower in LEGO brick form and display it in your home, office or wherever you like!
Build a detailed model of the Eiffel Tower in Paris, France!
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
The Eiffel Tower measures 12 inches high, 4 inches wide, and 4 inches deep
321 pieces – For boys and girls over the age of 12 years old",Architecture,US,$34.99,1.0258541423380294,-2.0495209613274286,Average,0.16158837326691067,0.27878981742642556
12,21032,12+,-0.17196992711625259,Sydney,Celebrate Sydney with this LEGO® Architecture Skyline model!,"Capture the architectural essence and splendor of Sydney with this magnificent set that brings together the iconic Sydney Opera House™, Sydney Harbour Bridge, Sydney Tower and Deutsche Bank Place, in an inspirational skyline setting. Each individual LEGO® structure provides a unique and rewarding building experience with true-to-life color and relative scale depiction. Sydney's sparkling harbor is represented in the tiled baseplate, adding an extra dimension and feel of authenticity to this detailed recreation of one of the world's most glamorous cities.
Build a detailed model of the Sydney skyline!
Includes the Sydney Opera House™, Sydney Harbour Bridge, Sydney Tower and Deutsche Bank Place
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
The skyline is over 8” high, 9” wide and 2” deep
361 pieces – For boys and girls over 12 years old",Architecture,US,$29.99,-0.2588851723271816,-0.30675556822633865,Easy,0.16158837326691067,-0.04311854410164314
13,17101,7-12,0.4127472388373603,BOOST Creative Toolbox,Bring your LEGO® creations to life!,"Take your LEGO® play to the next level with the amazing LEGO BOOST Creative Toolbox. Build and code interactive, motorized robots, models and creations with distance, color and tilt sensor technologies.
Includes over 840 LEGO® pieces, plus a LEGO Move Hub, Interactive Motor and a Color & Distance Sensor.
Move Hub features Bluetooth Low Energy (BLE) connectivity, 2 encoded motors, activation button, internal tilt sensor and a light.
Interactive Motor is an encoded motor.
Color & Distance Sensor detects distance, motion and color, and can also function as a light.
Check out the cool white, orange and blue color scheme.
Rotate Vernie’s head to activate its shoulder-mounted spring-loaded shooter.
Build the M.T.R.4 (Multi-Tooled Rover 4) and try out the different tool and customization attachments to prepare the vehicle for an array of exciting activities.
Learn how to play a song and rock out with the Guitar4000.
Look after your own pet with Frankie the Cat. Be sure to feed it the right food—or it might get upset!
Construct, code and operate the AutoBuilder to produce real miniature LEGO® models.
Build and code robots and models, and complete exciting activities with the playmat and intuitive LEGO® BOOST app, available for selected iOS, Android and Kindle smart devices.
Easy-to-use intuitive software with icon-based drag-and-drop coding interface.
Building instructions for all 5 models are included with the free LEGO® BOOST app.
This product requires batteries (not included). Please refer to the product packaging for type and quantity.
Vernie the robot stands over 10” (27cm) tall.
M.T.R.4 (Multi-Tooled Rover 4) measures over 4” (12cm) high, 9” (23cm) long and 5” (14cm) wide.
Guitar4000 measures over 1” (5cm) high, 16” (42cm) long and 5” (15cm) wide.
Frankie the Cat stands over 6” (17cm) tall.
The AutoBuilder measures over 10” (27cm) high, 7” (19cm) long and 6” (16cm) wide.
Go to LEGO.com/devicecheck for a list of compatible devices. Ask your parents’ permission.",BOOST,US,$159.99,1.305145297700032,-1.0038617254667752,Average,-2.3257360790503085,-1.1697978094498829
14,41597,10+,0.24551331688766445,Go Brick Me,Build a LEGO® BrickHeadz version of yourself!,"Fuel your creativity by making a LEGO® BrickHeadz version of yourself, friends and family or colleagues with this fun set. Create two BrickHeadz construction characters using the specially selected LEGO bricks for different hairstyles and skin color, plus there are two kinds of glasses, a sticker sheet to personalize your builds, and a brick separator. Display your creations on the buildable baseplates in your home, office or anywhere you like.
Create 2 unique LEGO® BrickHeadz construction characters with LEGO bricks.
Also includes a sticker sheet to add different details.
Comes with 2 buildable baseplates.
Have fun building your own LEGO® BrickHeadz characters, then share a selfie with your friends, family or colleagues.
Mash up your own LEGO® BrickHeadz persona with other famous BrickHeadz characters, to create a super-cool hybrid version of yourself.
These construction characters are suitable for ages 10+.
Baseplates measures over 1” (4cm) square.",BrickHeadz,US,$29.99,-0.09131047910998015,0.5646271283242064,Average,0.5761424486531144,0.9226065404825614
15,41614,10+,-0.3247663881782049,Owen & Blue,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,"These LEGO® BrickHeadz™ 41614 Owen & Blue construction characters are fun to build using colorful LEGO bricks that recreate all their iconic details from the blockbuster Jurassic World: Fallen Kingdom movie, including a dino trainer, Owen’s tranquilizer gun and velociraptor Blue's ferocious white teeth. Each character stands on a buildable collector's baseplate with BrickHeadz logo for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz™ construction characters featuring Owen and Blue have BrickHeadz eyes and authentic details from the blockbuster Jurassic World: Fallen Kingdom movie, including Owen’s tranquilizer gun and velociraptor Blue’s white teeth.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz™ collection with other classic characters from your favorite movies, TV series, games and comics.
Each stands over 2” (7cm) tall without baseplate.
Baseplates measure over 1” (4cm) square.",BrickHeadz,US,$19.99,-0.42645986554438303,-2.398074039947647,Easy,0.990696524039318,1.24451490201063
16,41613,10+,-0.4137973969859567,Mr. Incredible & Frozone,Join Mr. Incredible and Frozone for LEGO® BrickHeadz™ crime-fighting fun!,"These LEGO® BrickHeadz™ 41613 Mr. Incredible & Frozone construction characters are fun to build using colorful LEGO bricks that recreate all their iconic details from Disney•Pixar’s blockbuster Incredibles 2 movie. Each character stands on a buildable collector's baseplate with BrickHeadz logo for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz™ construction characters featuring Disney
Pixar’s Mr. Incredible and Frozone have BrickHeadz eyes and iconic super hero costumes from the blockbuster Incredibles 2 movie.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz™ collection with other classic characters from your favorite movies, TV series, games and comics.
Mash up your LEGO® BrickHeadz™ construction characters to create supercool hybrids or your own amazing characters.
Each character stands over 2” (7cm) tall without baseplate.
Baseplates measure over 1” (4cm) square.",BrickHeadz,US,$19.99,-0.42645986554438303,1.087456746254533,Very Easy,0.990696524039318,1.24451490201063
17,41609,10+,-0.42703173613305495,Chewbacca™,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,"This LEGO® BrickHeadz™ 41609 Chewbacca is fun to build using colorful LEGO bricks that recreate all of his iconic details from the Star Wars saga, including matted fur and ammunition belt. He also has a detachable blaster and stands on a buildable collector's baseplate with BrickHeadz logo for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz™ construction character featuring Chewbacca has authentic details from the Star Wars saga, including matted fur, ammunition belt and a detachable blaster.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz™ collection with other characters from the Star Wars saga, and many more from your favorite TV series, games and comics.
Chewbacca toy stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",BrickHeadz,US,$9.99,-0.42645986554438303,-4.140839433048737,Very Easy,-3.154844229822715,-0.3650269056297118
18,41608,10+,-0.43665671005821727,Han Solo™,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,"This LEGO® BrickHeadz™ 41608 Han Solo is fun to build using colorful LEGO bricks that recreate all of his iconic details from the Star Wars saga, including a brown jacket and utility belt. He also has a detachable blaster and stands on a buildable collector's baseplate with BrickHeadz logo for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz™ construction character featuring Han Solo has authentic details from the Star Wars saga, including an iconic brown jacket, utility belt and a detachable blaster.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate featuring the BrickHeadz logo.
Have fun growing your LEGO® BrickHeadz™ collection with other characters from the Star Wars saga, and many more from your favorite TV series, games and comics.
Han Solo model stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",BrickHeadz,US,$9.99,-0.42645986554438303,-4.140839433048737,Very Easy,-1.0820738528916984,-0.3650269056297118
19,41604,10+,-0.484781579684029,Iron Man MK50,Save the universe with LEGO® BrickHeadz Iron Man MK50!,"This Iron Man MK50 LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including his electromechanic armor suit. He also has thrusters for a speedy getaway and stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Iron Man MK50 LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the blockbuster Avengers: Infinity War movie, including thrusters and iconic armor and mask.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",BrickHeadz,US,$9.99,-0.3706016344719826,-0.655308646846557,Average,0.3688654109600134,0.4397439981904592
20,41605,10+,-0.4799690927214479,Thanos,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,"This Thanos LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including purple skin, chest armor and Infinity Gauntlet with Infinity gem decorations. He also stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Thanos LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the blockbuster Avengers Infinity War movie, including purple skin, chest armor and Infinity Gauntlet with Infinity gem decorations.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",BrickHeadz,US,$9.99,-0.3985307500081828,-2.398074039947647,Easy,0.990696524039318,1.24451490201063
21,41606,10+,-0.4703441187962855,Star-Lord,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,"This Star-Lord LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including golden hair, battle helmet, red eyes and boot rockets. He also has dual detachable blasters and stands on a buildable collector's baseplate for easy display in your home, office or any galaxy you like.
Buildable Star-Lord LEGO® BrickHeadz construction character features authentic details from the blockbuster Avengers: Infinity War movie, including golden hair, battle helmet, red eyes and boot rockets, plus dual detachable blasters.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",BrickHeadz,US,$9.99,-0.42645986554438303,1.087456746254533,Easy,0.990696524039318,1.24451490201063
22,41607,10+,-0.44267231876144375,Gamora,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,"This Gamora LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of her iconic details from the blockbuster Avengers: Infinity War movie, including green skin, dark pink hair highlights and black outfit. She also has a detachable sword and stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Gamora LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the Avengers: Infinity War movie, including vibrant green skin, dark pink hair and sleek black outfit, plus a detachable sword.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",BrickHeadz,US,$9.99,-0.42645986554438303,0.21607404970398805,unknown,0.990696524039318,0.11783563666239048
23,41485,10+,-0.496812797090482,Finn,Join the Resistance with a LEGO® BrickHeadz construction character featuring Finn!,"This LEGO® BrickHeadz construction character featuring Finn is fun to build using LEGO bricks that recreate all of his iconic details from the blockbuster Star Wars: The Force Awakens movie, including First Order Stormtrooper armor and utility belt. He also has a detachable blaster pistol and stands on a buildable collector’s baseplate with BrickHeadz icon for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz construction character featuring Finn has BrickHeadz eyes and authentic details from the blockbuster Star Wars: The Force Awakens movie, including iconic white First Order Stormtrooper armor, utility belt and a detachable blaster pistol.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other characters from the Star Wars saga, and many more from your favorite Star Wars films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
This fun construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",BrickHeadz,US,$9.99,-0.3985307500081828,-2.398074039947647,Easy,-0.04568866442619025,-0.3650269056297118
24,40270,10+,-0.43785983179886256,Valentine's Bee,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,"Build your way to someone’s heart and say “Bee my Valentine’s honey” with this cute LEGO® BrickHeadz™ construction character. Check out its cute pink cheeks, movable wings, detachable heart decoration, pot of honey, and roses and sunflowers. It also comes with a buildable collector's baseplate with a seasonal calendar and BrickHeadz logo for your loved one to display in their home, office or anywhere they like.
Buildable LEGO® BrickHeadz™ Valentine's Bee construction character features decorated eyes, movable wings, detachable heart decoration and a pot of honey.
Also includes buildable roses and sunflowers.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate featuring a seasonal calendar and BrickHeadz logo.
Have fun growing your LEGO® BrickHeadz™ collection with other characters from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz™ construction characters to create supercool hybrids or your own amazing characters.
Stands over 3” (9cm) tall without baseplate.
Baseplate measures over 4” (12cm) wide and 1” (5cm) deep.",BrickHeadz,US,$9.99,-0.2588851723271816,-2.0495209613274286,Easy,0.783419486346217,0.7616523597185278
